student_id,name,department,course, electives,year,semester,faculty
S01075,Anika Patil,Management,BBA," Data Science,Philosophy ",1,7,Anjali Patil
S01076,Aarohi Krishnan,Economics,M.Tech," Environmental Science,Cyber Security ",4,1,Anita Singh
S01077,Ishaan Singh,Biotechnology,M.Sc," IoT,Cloud Computing ",4,3,Manish Mehta
S01078,Arjun Desai,Management,MBA," Econometrics,Cloud Computing ",3,4,Meera Gupta
S01079,Arjun Krishnan,Management,B.Tech," History,Entrepreneurship ",3,7,Sanjay Menon
S01080,Ira Iyer,Management,B.Tech," IoT,Robotics ",1,8,Sudhir Malhotra
S01081,Pari Reddy,Computer Science,MBA," Philosophy,Environmental Science ",4,1,Smita Verma
S01082,Vihaan Krishnan,Economics,M.Tech," Data Science,Digital Marketing ",4,7,Neha Gupta
S01083,Navya Rao,Economics,MBA," Philosophy,History ",4,3,Ajay Saxena
S01084,Diya Joshi,Biotechnology,MBA," Cloud Computing,Data Science ",3,7,Sudhir Saxena
S01085,Aarohi Saxena,Economics,MBA," Entrepreneurship,IoT ",1,5,Ajay Saxena
S01086,Aditi Reddy,Humanities,M.Sc," Cloud Computing,AI & ML ",1,1,Smita Rao
S01087,Aarohi Mehta,Humanities,M.Tech," Philosophy,Psychology ",4,7,Meenakshi Kulkarni
S01088,Vivaan Mehta,Economics,PhD," English Literature,Entrepreneurship ",1,2,Amit Gupta
S01089,Navya Gupta,Humanities,BBA," Environmental Science,Cyber Security ",3,3,Pooja Reddy
S01090,Anika Nair,Humanities,PhD," Econometrics,AI & ML ",2,1,Divya Yadav
S01091,Krishna Mehta,Management,BBA," Entrepreneurship,Robotics ",1,1,Varun Patil
S01092,Navya Gupta,Biotechnology,M.Sc," Cloud Computing,Philosophy ",4,6,Shilpa Desai
S01093,Ishaan Babu,Civil,PhD," Econometrics,Robotics ",2,10,Smita Verma
S01094,Sai Verma,Humanities,M.Sc," Cyber Security,Robotics ",1,7,Sneha Krishnan
S01095,Diya Malhotra,Biotechnology,BBA," Data Science,Environmental Science ",2,8,Chetan Kapoor
S01096,Vivaan Joshi,Management,M.Tech," Cyber Security,Robotics ",3,8,Sneha Kapoor
S01097,Diya Nair,Economics,B.Tech," Cyber Security,History ",4,4,Kavya Patil
S01098,Ananya Gupta,Economics,B.Sc," Cyber Security,Environmental Science ",1,7,Divya Yadav
S01099,Shaurya Joshi,Economics,MBA," Environmental Science,Cloud Computing ",3,7,Neha Babu
S01100,Ishaan Sharma,Mechanical,PhD," Cyber Security,Digital Marketing ",3,3,Shilpa Yadav
S01101,Arjun Verma,Management,BBA," Psychology,AI & ML ",4,5,Deepak Verma
S01102,Arjun Kulkarni,Economics,M.Sc," Data Science,Environmental Science ",3,8,Sneha Joshi
S01103,Sai Babu,Management,M.Tech," Cyber Security,English Literature ",3,3,Meera Gupta
S01104,Riya Menon,Computer Science,B.Tech," Cloud Computing,History ",2,3,Mahesh Iyer
S01105,Aditya Singh,Electrical,PhD," Environmental Science,IoT ",4,10,Vivek Joshi
S01106,Arjun Joshi,Humanities,M.Sc," Digital Marketing,Philosophy ",3,4,Sanjay Menon
S01107,Ira Babu,Biotechnology,BBA," Psychology,IoT ",3,6,Deepak Verma
S01108,Vihaan Gupta,Management,PhD," Philosophy,Entrepreneurship ",1,4,Amit Krishnan
S01109,Aditya Singh,Economics,BBA," Psychology,English Literature ",1,8,Shilpa Menon
S01110,Krishna Joshi,Economics,M.Tech," History,Digital Marketing ",2,2,Sanjay Menon
S01111,Krishna Mehta,Electrical,BBA," Environmental Science,Cloud Computing ",3,8,Sunita Verma
S01112,Ira Iyer,Civil,MBA," AI & ML,Environmental Science ",4,2,Divya Yadav
S01113,Krishna Verma,Electrical,B.Tech," IoT,Robotics ",3,3,Deepak Verma
S01114,Anika Joshi,Biotechnology,B.Tech," Data Science,Econometrics ",3,5,Sneha Kapoor
S01115,Sai Mehta,Biotechnology,M.Sc," English Literature,AI & ML ",2,8,Anita Singh
S01116,Shaurya Malhotra,Computer Science,PhD," History,Digital Marketing ",4,1,Alok Sharma
S01117,Aditi Babu,Civil,PhD," Entrepreneurship,English Literature ",1,4,Vivek Menon
S01118,Arjun Kulkarni,Electrical,MBA," Cloud Computing,Philosophy ",1,3,Gopal Babu
S01119,Pari Singh,Management,MBA," Philosophy,History ",2,7,Sanjay Menon
S01120,Sai Babu,Electrical,BBA," Digital Marketing,Environmental Science ",4,7,Mahesh Iyer
S01121,Shaurya Kulkarni,Mechanical,PhD," Cloud Computing,Entrepreneurship ",3,3,Manish Malhotra
S01122,Anika Menon,Mechanical,M.Tech," Robotics,AI & ML ",2,5,Kavya Patil
S01123,Diya Saxena,Computer Science,B.Tech," English Literature,Philosophy ",1,6,Sunita Verma
S01124,Ishaan Rao,Electrical,M.Sc," Cloud Computing,Philosophy ",2,7,Vivek Rao
S01125,Pari Nair,Mechanical,BBA," Environmental Science,Entrepreneurship ",1,1,Kiran Sharma
S01126,Shaurya Saxena,Biotechnology,MBA," Cloud Computing,Cyber Security ",2,5,Monica Malhotra
S01127,Vivaan Mehta,Computer Science,M.Tech," History,AI & ML ",3,7,Smita Yadav
S01128,Aditya Iyer,Biotechnology,B.Tech," Environmental Science,Digital Marketing ",3,2,Ajay Sharma
S01129,Navya Patil,Economics,MBA," Psychology,History ",1,8,Monica Malhotra
S01130,Vihaan Babu,Mechanical,PhD," English Literature,Data Science ",2,7,Shilpa Yadav
S01131,Ishaan Joshi,Civil,M.Sc," Digital Marketing,Entrepreneurship ",3,7,Ramesh Reddy
S01132,Shaurya Nair,Electrical,MBA," Philosophy,Digital Marketing ",2,4,Ravi Singh
S01133,Sai Kapoor,Computer Science,PhD," IoT,Environmental Science ",5,7,Ravi Singh
S01134,Diya Menon,Management,M.Sc," Robotics,Digital Marketing ",1,5,Meera Gupta
S01135,Arjun Krishnan,Humanities,M.Tech," Data Science,Digital Marketing ",3,1,Manish Malhotra
S01136,Aditi Kulkarni,Biotechnology,B.Sc," English Literature,Psychology ",1,2,Vivek Rao
S01137,Reyansh Iyer,Civil,MBA," Environmental Science,Data Science ",2,3,Pooja Reddy
S01138,Reyansh Sharma,Economics,MBA," Robotics,Entrepreneurship ",3,2,Ashok Sharma
S01139,Aarohi Gupta,Management,B.Tech," Data Science,AI & ML ",3,5,Shilpa Joshi
S01140,Diya Menon,Electrical,PhD," Entrepreneurship,Robotics ",5,7,Chetan Kapoor
S01141,Sai Kulkarni,Management,PhD," Philosophy,Environmental Science ",3,10,Ajay Saxena
S01142,Diya Kapoor,Economics,PhD," IoT,Environmental Science ",5,7,Arjun Saxena
S01143,Ira Mehta,Civil,M.Tech," AI & ML,Cyber Security ",2,3,Sudhir Malhotra
S01144,Arjun Joshi,Humanities,M.Sc," Psychology,AI & ML ",1,4,Amit Gupta
S01145,Aarav Kapoor,Humanities,B.Tech," Robotics,History ",4,2,Varun Verma
S01146,Ananya Iyer,Biotechnology,M.Tech," AI & ML,Digital Marketing ",2,3,Shilpa Mehta
S01147,Sai Patil,Electrical,BBA," English Literature,Environmental Science ",2,8,Ravi Desai
S01148,Vivaan Krishnan,Electrical,M.Tech," Data Science,Psychology ",1,4,Deepak Verma
S01149,Riya Mehta,Civil,B.Tech," History,Psychology ",2,3,Meera Gupta
S01150,Ananya Rao,Mechanical,BBA," IoT,Data Science ",1,6,Divya Yadav
S01151,Vivaan Saxena,Computer Science,B.Tech," Psychology,Cyber Security ",2,3,Ajay Krishnan
S01152,Krishna Nair,Mechanical,B.Sc," Data Science,AI & ML ",3,8,Smita Verma
S01153,Arjun Singh,Humanities,MBA," Digital Marketing,IoT ",2,8,Varun Kulkarni
S01154,Aditya Reddy,Mechanical,B.Sc," Cloud Computing,AI & ML ",1,4,Priya Rao
S01155,Ishaan Patil,Computer Science,BBA," History,English Literature ",2,5,Ajay Sharma
S01156,Vivaan Kulkarni,Civil,B.Sc," Econometrics,Digital Marketing ",2,6,Ramesh Reddy
S01157,Riya Babu,Computer Science,B.Tech," Digital Marketing,Philosophy ",2,1,Divya Saxena
S01158,Aditi Gupta,Computer Science,B.Sc," Econometrics,AI & ML ",4,1,Pooja Reddy
S01159,Ananya Malhotra,Biotechnology,MBA," Entrepreneurship,History ",2,7,Ravi Singh
S01160,Sai Kulkarni,Civil,BBA," Entrepreneurship,Philosophy ",1,6,Anita Singh
S01161,Vihaan Reddy,Mechanical,B.Sc," Psychology,Data Science ",3,2,Sudhir Menon
S01162,Pari Nair,Management,PhD," Cloud Computing,Psychology ",2,10,Meenakshi Kulkarni
S01163,Shaurya Singh,Economics,M.Tech," AI & ML,Cloud Computing ",2,4,Smita Yadav
S01164,Vihaan Desai,Civil,BBA," Philosophy,Digital Marketing ",2,6,Meera Iyer
S01165,Aditi Iyer,Economics,BBA," Robotics,Psychology ",4,7,Shilpa Mehta
S01166,Sai Kulkarni,Mechanical,M.Tech," AI & ML,Environmental Science ",2,6,Meenakshi Verma
S01167,Vivaan Nair,Biotechnology,MBA," Robotics,Entrepreneurship ",2,5,Shilpa Menon
S01168,Aditi Singh,Biotechnology,B.Tech," Philosophy,Entrepreneurship ",1,8,Kavya Patil
S01169,Riya Menon,Management,PhD," Digital Marketing,English Literature ",1,4,Shilpa Yadav
S01170,Aarohi Rao,Economics,B.Tech," Digital Marketing,Environmental Science ",4,7,Monica Yadav
S01171,Pari Reddy,Management,PhD," Environmental Science,Cyber Security ",1,5,Deepak Joshi
S01172,Vihaan Joshi,Humanities,BBA," Psychology,Entrepreneurship ",3,8,Pooja Nair
S01173,Pari Rao,Humanities,BBA," Psychology,IoT ",3,7,Suresh Sharma
S01174,Diya Gupta,Humanities,M.Tech," Data Science,Cyber Security ",3,3,Alok Sharma
S01175,Anika Malhotra,Humanities,M.Tech," Digital Marketing,Econometrics ",4,1,Ajay Krishnan
S01176,Myra Patil,Electrical,B.Sc," History,Robotics ",1,4,Sneha Krishnan
S01177,Aditya Kapoor,Mechanical,M.Tech," Digital Marketing,Psychology ",2,6,Sneha Joshi
S01178,Reyansh Sharma,Computer Science,BBA," Entrepreneurship,AI & ML ",4,5,Sneha Kapoor
S01179,Myra Joshi,Humanities,BBA," English Literature,AI & ML ",3,2,Neha Babu
S01180,Aarohi Desai,Mechanical,B.Sc," AI & ML,Digital Marketing ",2,8,Varun Verma
S01181,Navya Kulkarni,Civil,B.Tech," AI & ML,Digital Marketing ",4,4,Rohini Krishnan
S01182,Myra Singh,Civil,BBA," English Literature,Entrepreneurship ",1,4,Shilpa Mehta
S01183,Pari Singh,Mechanical,BBA," Cyber Security,Data Science ",2,7,Meera Gupta
S01184,Sai Verma,Mechanical,M.Sc," IoT,Robotics ",1,8,Smita Yadav
S01185,Aarav Desai,Biotechnology,MBA," AI & ML,Psychology ",3,3,Shilpa Mehta
S01186,Vihaan Malhotra,Civil,PhD," Psychology,AI & ML ",3,7,Arjun Saxena
S01187,Diya Iyer,Civil,B.Sc," Environmental Science,Entrepreneurship ",2,7,Rajeev Patil
S01188,Myra Iyer,Civil,M.Tech," Philosophy,Robotics ",2,4,Priya Verma
S01189,Navya Malhotra,Management,M.Sc," Cyber Security,Econometrics ",4,3,Rajeev Reddy
S01190,Myra Sharma,Mechanical,M.Tech," Environmental Science,Econometrics ",3,3,Meera Gupta
S01191,Krishna Nair,Humanities,B.Sc," Econometrics,Cloud Computing ",3,3,Divya Saxena
S01192,Vivaan Saxena,Biotechnology,M.Sc," History,Philosophy ",2,5,Divya Yadav
S01193,Vivaan Babu,Computer Science,M.Sc," IoT,Econometrics ",2,4,Nitin Krishnan
S01194,Vihaan Nair,Management,B.Tech," Environmental Science,Cyber Security ",1,7,Sudhir Menon
S01195,Anika Patil,Biotechnology,B.Tech," Psychology,Philosophy ",3,1,Ajay Sharma
S01196,Vivaan Malhotra,Electrical,M.Tech," Econometrics,Entrepreneurship ",3,7,Sneha Joshi
S01197,Shaurya Sharma,Management,MBA," Psychology,IoT ",3,2,Sudhir Menon
S01198,Aditi Sharma,Computer Science,PhD," Data Science,Cyber Security ",3,5,Shilpa Yadav
S01199,Aarav Reddy,Management,PhD," IoT,History ",2,2,Sudhir Menon
S01200,Riya Saxena,Computer Science,BBA," English Literature,Robotics ",2,7,Nitin Krishnan
S01201,Pari Kulkarni,Management,MBA," Data Science,Digital Marketing ",4,1,Varun Patil
S01202,Navya Gupta,Economics,B.Tech," AI & ML,Econometrics ",4,7,Divya Yadav
S01203,Vivaan Menon,Computer Science,M.Tech," Digital Marketing,Cloud Computing ",1,6,Varun Verma
S01204,Riya Joshi,Computer Science,MBA," Data Science,Cyber Security ",3,8,Pallavi Kapoor
S01205,Aditya Singh,Humanities,B.Tech," Digital Marketing,Robotics ",2,8,Divya Yadav
S01206,Aditi Patil,Humanities,PhD," AI & ML,Environmental Science ",4,8,Chetan Kapoor
S01207,Krishna Joshi,Civil,PhD," AI & ML,Entrepreneurship ",4,2,Kiran Patil
S01208,Aarav Patil,Mechanical,M.Sc," IoT,Psychology ",4,8,Shilpa Desai
S01209,Shaurya Mehta,Humanities,M.Sc," IoT,Environmental Science ",3,8,Amit Gupta
S01210,Vivaan Rao,Economics,B.Sc," Data Science,Robotics ",3,3,Manish Mehta
S01211,Sai Desai,Management,M.Tech," Entrepreneurship,Environmental Science ",3,2,Nitin Krishnan
S01212,Shaurya Desai,Civil,B.Tech," Cyber Security,IoT ",2,1,Vivek Rao
S01213,Vihaan Gupta,Biotechnology,M.Tech," Psychology,Robotics ",3,4,Shilpa Desai
S01214,Shaurya Kulkarni,Computer Science,BBA," Digital Marketing,Econometrics ",2,3,Kiran Patil
S01215,Arjun Mehta,Computer Science,M.Tech," Environmental Science,Cloud Computing ",4,6,Manish Malhotra
S01216,Vihaan Kapoor,Mechanical,BBA," English Literature,Entrepreneurship ",1,3,Nitin Krishnan
S01217,Riya Babu,Management,PhD," Psychology,IoT ",4,3,Swati Sharma
S01218,Riya Menon,Humanities,B.Sc," Cloud Computing,Philosophy ",1,5,Smita Yadav
S01219,Anika Iyer,Biotechnology,PhD," Econometrics,Digital Marketing ",2,2,Suresh Kulkarni
S01220,Ishaan Sharma,Management,M.Tech," Robotics,Data Science ",4,1,Smita Yadav
S01221,Ananya Sharma,Computer Science,M.Tech," AI & ML,Data Science ",4,6,Smita Mehta
S01222,Navya Singh,Mechanical,BBA," Econometrics,Robotics ",1,7,Nitin Krishnan
S01223,Sai Yadav,Computer Science,BBA," IoT,AI & ML ",2,3,Neha Babu
S01224,Pari Kapoor,Economics,PhD," Environmental Science,Philosophy ",5,2,Sudhir Malhotra
S01225,Ishaan Nair,Humanities,MBA," Philosophy,Data Science ",4,6,Pooja Saxena
S01226,Ananya Krishnan,Humanities,PhD," IoT,Cloud Computing ",2,5,Rajeev Reddy
S01227,Anika Kapoor,Civil,B.Tech," Entrepreneurship,AI & ML ",1,5,Vivek Joshi
S01228,Ishaan Kulkarni,Electrical,M.Tech," Cyber Security,IoT ",1,8,Sneha Saxena
S01229,Aditi Verma,Electrical,BBA," Digital Marketing,Psychology ",1,5,Priya Babu
S01230,Vihaan Yadav,Management,M.Sc," Robotics,History ",4,3,Arjun Singh
S01231,Sai Gupta,Electrical,M.Tech," English Literature,Psychology ",2,5,Divya Saxena
S01232,Anika Kulkarni,Mechanical,PhD," Psychology,AI & ML ",1,6,Kiran Patil
S01233,Diya Joshi,Computer Science,MBA," Psychology,Entrepreneurship ",2,3,Amit Gupta
S01234,Aditi Desai,Management,B.Tech," Digital Marketing,Psychology ",2,4,Ramesh Singh
S01235,Aditya Patil,Management,BBA," AI & ML,Environmental Science ",4,5,Priya Babu
S01236,Navya Babu,Humanities,PhD," Robotics,Econometrics ",4,3,Arjun Saxena
S01237,Shaurya Reddy,Biotechnology,M.Tech," Cloud Computing,Psychology ",2,6,Smita Mehta
S01238,Aditya Kulkarni,Mechanical,PhD," IoT,Data Science ",3,4,Monica Malhotra
S01239,Aarohi Iyer,Humanities,PhD," Psychology,AI & ML ",5,10,Nitin Krishnan
S01240,Anika Iyer,Mechanical,BBA," Philosophy,Econometrics ",4,3,Deepak Joshi
S01241,Riya Saxena,Computer Science,B.Tech," Robotics,Cloud Computing ",3,1,Shilpa Menon
S01242,Aditi Nair,Humanities,M.Sc," IoT,English Literature ",2,2,Smita Rao
S01243,Shaurya Yadav,Management,MBA," English Literature,Environmental Science ",4,5,Sunita Verma
S01244,Vihaan Reddy,Civil,M.Tech," AI & ML,Robotics ",2,6,Divya Yadav
S01245,Aditya Rao,Civil,PhD," IoT,English Literature ",1,9,Vivek Verma
S01246,Ira Babu,Computer Science,MBA," Entrepreneurship,Cloud Computing ",2,6,Rajeev Patil
S01247,Vihaan Krishnan,Civil,MBA," AI & ML,Entrepreneurship ",1,4,Gopal Babu
S01248,Ira Menon,Civil,PhD," Entrepreneurship,Digital Marketing ",4,9,Deepak Joshi
S01249,Aarohi Malhotra,Management,PhD," Cyber Security,AI & ML ",2,8,Sudhir Menon
S01250,Diya Yadav,Mechanical,BBA," Digital Marketing,AI & ML ",2,3,Padmini Yadav
S01251,Ira Kapoor,Civil,B.Sc," Cyber Security,Digital Marketing ",3,8,Smita Verma
S01252,Vivaan Gupta,Management,M.Sc," History,English Literature ",2,6,Neha Babu
S01253,Ira Desai,Mechanical,M.Sc," Data Science,Philosophy ",3,8,Sneha Patil
S01254,Aditi Patil,Economics,PhD," Cyber Security,Philosophy ",2,9,Sneha Rao
S01255,Navya Singh,Humanities,BBA," Environmental Science,English Literature ",4,2,Shilpa Menon
S01256,Myra Nair,Management,BBA," English Literature,Digital Marketing ",3,1,Ajay Krishnan
S01257,Anika Krishnan,Humanities,B.Tech," IoT,Econometrics ",1,1,Arjun Singh
S01258,Shaurya Gupta,Economics,B.Sc," IoT,Digital Marketing ",1,5,Kavita Gupta
S01259,Aarohi Gupta,Management,M.Tech," AI & ML,Entrepreneurship ",4,3,Sudhir Menon
S01260,Ananya Nair,Management,B.Sc," Digital Marketing,AI & ML ",2,8,Sudhir Menon
S01261,Ira Menon,Civil,BBA," AI & ML,Cloud Computing ",2,6,Sudhir Malhotra
S01262,Aditi Mehta,Humanities,B.Tech," English Literature,AI & ML ",1,5,Pooja Nair
S01263,Navya Kulkarni,Management,B.Tech," Robotics,IoT ",2,8,Neha Babu
S01264,Navya Krishnan,Economics,PhD," English Literature,AI & ML ",4,7,Ashok Sharma
S01265,Myra Desai,Economics,B.Tech," Psychology,Robotics ",4,6,Meenakshi Kulkarni
S01266,Ishaan Sharma,Mechanical,BBA," Entrepreneurship,Cloud Computing ",4,3,Arjun Saxena
S01267,Sai Reddy,Economics,BBA," Cloud Computing,Robotics ",1,3,Suresh Sharma
S01268,Sai Iyer,Civil,MBA," Entrepreneurship,Digital Marketing ",1,4,Kiran Patil
S01269,Reyansh Kulkarni,Electrical,B.Tech," Entrepreneurship,Philosophy ",1,5,Rohini Krishnan
S01270,Riya Mehta,Economics,B.Tech," AI & ML,Environmental Science ",2,8,Sneha Joshi
S01271,Krishna Kapoor,Mechanical,BBA," AI & ML,History ",3,6,Ravi Singh
S01272,Ishaan Verma,Computer Science,BBA," Cyber Security,Digital Marketing ",2,3,Vivek Joshi
S01273,Aarav Babu,Humanities,PhD," Econometrics,Psychology ",1,3,Ramesh Singh
S01274,Aditya Patil,Civil,B.Sc," Cyber Security,Data Science ",3,7,Ravi Desai
S01275,Aarav Kulkarni,Management,M.Sc," Econometrics,Robotics ",3,4,Shilpa Joshi
S01276,Aditi Menon,Computer Science,B.Tech," Cyber Security,Digital Marketing ",1,2,Kiran Sharma
S01277,Aditi Patil,Mechanical,M.Tech," Psychology,Entrepreneurship ",1,3,Priya Babu
S01278,Pari Joshi,Biotechnology,BBA," AI & ML,Data Science ",4,5,Mahesh Iyer
S01279,Vihaan Gupta,Electrical,MBA," Data Science,Psychology ",1,4,Smita Yadav
S01280,Vivaan Menon,Management,MBA," Digital Marketing,Psychology ",2,6,Anita Singh
S01281,Myra Iyer,Management,M.Sc," Entrepreneurship,Cloud Computing ",4,3,Sanjay Singh
S01282,Sai Saxena,Electrical,M.Sc," Data Science,Cloud Computing ",4,8,Anita Singh
S01283,Reyansh Kapoor,Civil,BBA," IoT,Philosophy ",3,5,Varun Verma
S01284,Pari Joshi,Civil,B.Sc," Cyber Security,Data Science ",3,4,Kiran Patil
S01285,Anika Reddy,Biotechnology,B.Sc," Data Science,Psychology ",1,3,Meenakshi Verma
S01286,Anika Desai,Computer Science,PhD," History,Econometrics ",5,6,Smita Rao
S01287,Ananya Mehta,Computer Science,B.Sc," Econometrics,AI & ML ",4,3,Vivek Rao
S01288,Ishaan Yadav,Computer Science,M.Tech," Cloud Computing,History ",4,4,Mahesh Iyer
S01289,Anika Babu,Electrical,BBA," Data Science,Cyber Security ",4,6,Sneha Rao
S01290,Arjun Yadav,Computer Science,MBA," Cloud Computing,English Literature ",2,6,Suresh Kulkarni
S01291,Shaurya Verma,Management,B.Tech," Robotics,Philosophy ",3,5,Rohini Krishnan
S01292,Reyansh Menon,Economics,B.Tech," Robotics,Digital Marketing ",1,6,Kiran Patil
S01293,Myra Krishnan,Humanities,PhD," Robotics,Entrepreneurship ",2,9,Monica Malhotra
S01294,Vivaan Singh,Biotechnology,B.Sc," Econometrics,Cloud Computing ",3,4,Monica Yadav
S01295,Navya Krishnan,Computer Science,M.Sc," Environmental Science,IoT ",1,2,Amit Krishnan
S01296,Aarohi Saxena,Economics,BBA," Environmental Science,Econometrics ",2,1,Sudhir Menon
S01297,Ananya Mehta,Computer Science,MBA," Econometrics,History ",3,4,Meenakshi Verma
S01298,Ira Iyer,Civil,B.Tech," Data Science,AI & ML ",3,4,Sneha Saxena
S01299,Krishna Saxena,Computer Science,BBA," Data Science,Robotics ",3,6,Pooja Saxena
S01300,Anika Saxena,Biotechnology,B.Tech," Digital Marketing,Entrepreneurship ",4,4,Deepak Verma
S01301,Myra Babu,Biotechnology,B.Sc," Philosophy,Cloud Computing ",4,2,Sudhir Menon
S01302,Aarav Kulkarni,Economics,MBA," Entrepreneurship,English Literature ",4,7,Vivek Verma
S01303,Arjun Menon,Management,M.Tech," Entrepreneurship,History ",1,4,Sudhir Menon
S01304,Arjun Kulkarni,Humanities,BBA," Cloud Computing,Robotics ",4,2,Ajay Saxena
S01305,Aarohi Saxena,Humanities,PhD," History,IoT ",5,5,Anjali Reddy
S01306,Diya Joshi,Electrical,B.Tech," Econometrics,Entrepreneurship ",1,7,Mahesh Iyer
S01307,Pari Yadav,Electrical,M.Sc," Philosophy,Digital Marketing ",2,8,Alok Sharma
S01308,Riya Sharma,Mechanical,MBA," Environmental Science,Robotics ",3,5,Kiran Patil
S01309,Reyansh Gupta,Computer Science,M.Sc," Environmental Science,History ",2,7,Priya Babu
S01310,Reyansh Menon,Economics,B.Sc," Environmental Science,IoT ",1,4,Sunita Malhotra
S01311,Vihaan Verma,Mechanical,M.Tech," History,Cloud Computing ",1,4,Smita Rao
S01312,Pari Singh,Biotechnology,PhD," Philosophy,IoT ",3,8,Deepak Joshi
S01313,Navya Malhotra,Mechanical,B.Tech," IoT,English Literature ",2,2,Varun Patil
S01314,Navya Gupta,Electrical,M.Sc," AI & ML,Cloud Computing ",1,2,Arjun Saxena
S01315,Arjun Sharma,Economics,MBA," History,IoT ",2,3,Sunita Malhotra
S01316,Vivaan Patil,Humanities,BBA," Psychology,IoT ",3,8,Smita Mehta
S01317,Navya Kulkarni,Economics,MBA," Philosophy,History ",1,6,Kavya Patil
S01318,Krishna Babu,Biotechnology,B.Sc," Psychology,Cloud Computing ",1,2,Vivek Menon
S01319,Vihaan Babu,Biotechnology,MBA," English Literature,Entrepreneurship ",1,3,Ajay Sharma
S01320,Sai Verma,Economics,B.Tech," Environmental Science,Cyber Security ",3,6,Priya Rao
S01321,Diya Kulkarni,Electrical,M.Tech," English Literature,Environmental Science ",2,1,Ravi Desai
S01322,Arjun Verma,Civil,M.Sc," Robotics,Psychology ",1,8,Shilpa Menon
S01323,Sai Babu,Economics,B.Tech," Cyber Security,AI & ML ",2,3,Padmini Yadav
S01324,Shaurya Nair,Civil,PhD," Econometrics,Cyber Security ",3,8,Sneha Gupta
S01325,Aarohi Singh,Biotechnology,BBA," History,Digital Marketing ",2,2,Divya Yadav
S01326,Ishaan Singh,Computer Science,M.Tech," History,Cyber Security ",4,6,Ramesh Reddy
S01327,Vihaan Kulkarni,Electrical,BBA," IoT,Cyber Security ",2,1,Meenakshi Kulkarni
S01328,Anika Yadav,Civil,PhD," Econometrics,IoT ",1,2,Neha Gupta
S01329,Vivaan Menon,Management,B.Sc," Cloud Computing,Environmental Science ",3,2,Amit Krishnan
S01330,Anika Kulkarni,Mechanical,MBA," Psychology,English Literature ",1,6,Deepak Desai
S01331,Diya Reddy,Economics,MBA," English Literature,Data Science ",2,8,Varun Verma
S01332,Aditi Malhotra,Computer Science,M.Sc," IoT,Robotics ",3,8,Varun Kulkarni
S01333,Vivaan Desai,Mechanical,M.Sc," Digital Marketing,Cloud Computing ",4,1,Shilpa Menon
S01334,Ishaan Iyer,Electrical,PhD," Environmental Science,Robotics ",3,10,Vivek Menon
S01335,Reyansh Patil,Biotechnology,MBA," Cyber Security,Philosophy ",2,8,Swati Sharma
S01336,Aarohi Malhotra,Computer Science,B.Sc," Robotics,IoT ",1,4,Kavya Iyer
S01337,Pari Babu,Computer Science,M.Sc," English Literature,Cyber Security ",4,3,Harish Reddy
S01338,Myra Malhotra,Civil,M.Tech," Robotics,Digital Marketing ",3,5,Sunita Malhotra
S01339,Diya Rao,Electrical,B.Sc," Robotics,Cloud Computing ",4,6,Ajay Saxena
S01340,Navya Patil,Humanities,B.Tech," Cyber Security,IoT ",4,5,Alok Sharma
S01341,Reyansh Yadav,Civil,BBA," Entrepreneurship,Econometrics ",2,3,Kavita Menon
S01342,Krishna Menon,Civil,M.Tech," Econometrics,AI & ML ",3,2,Suresh Sharma
S01343,Diya Menon,Civil,MBA," Cyber Security,Psychology ",3,8,Harish Reddy
S01344,Riya Krishnan,Economics,PhD," Environmental Science,Data Science ",3,4,Sunita Malhotra
S01345,Krishna Yadav,Computer Science,PhD," Psychology,History ",1,9,Nitin Krishnan
S01346,Krishna Nair,Computer Science,BBA," Psychology,Philosophy ",3,1,Rohini Krishnan
S01347,Vihaan Singh,Humanities,PhD," IoT,Philosophy ",1,5,Nitin Krishnan
S01348,Aarav Kulkarni,Management,B.Tech," Entrepreneurship,Environmental Science ",1,2,Padmini Yadav
S01349,Vivaan Reddy,Management,MBA," Econometrics,English Literature ",2,4,Vivek Joshi
S01350,Diya Reddy,Management,M.Sc," Psychology,History ",3,5,Anjali Reddy
S01351,Navya Patil,Economics,MBA," History,Data Science ",4,1,Ashok Sharma
S01352,Aarav Mehta,Biotechnology,B.Sc," Robotics,Philosophy ",4,7,Suresh Kulkarni
S01353,Aarohi Gupta,Mechanical,MBA," Cyber Security,Robotics ",3,2,Amit Krishnan
S01354,Myra Patil,Computer Science,PhD," Econometrics,Data Science ",2,7,Sneha Gupta
S01355,Krishna Babu,Humanities,M.Tech," Digital Marketing,Robotics ",1,6,Smita Yadav
S01356,Aarav Reddy,Biotechnology,M.Sc," AI & ML,Econometrics ",4,5,Kavita Gupta
S01357,Ananya Saxena,Humanities,M.Tech," History,Econometrics ",1,7,Divya Yadav
S01358,Riya Kapoor,Humanities,PhD," AI & ML,Cyber Security ",3,6,Deepak Desai
S01359,Krishna Joshi,Civil,M.Sc," AI & ML,Entrepreneurship ",3,8,Vivek Menon
S01360,Vihaan Rao,Civil,B.Sc," Data Science,History ",4,1,Sneha Gupta
S01361,Arjun Patil,Economics,M.Sc," Philosophy,Data Science ",4,2,Gopal Babu
S01362,Aarav Iyer,Humanities,PhD," Digital Marketing,Data Science ",3,5,Smita Verma
